post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:product_style,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:CountryOfOrigin,attribute_data:CountryOfOrigin,attribute_default:CountryOfOrigin,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief",maidenform-womens-control-it-slim-waisters-hi-waist-brief,,1272,,"Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:03",1,open,1204,,,,no,no,,13.27,,0.12,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,variable,,"Women > Shapewear > Panty Shapers|Women > Shapewear|Women",,,0,,,0,,,,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,Firm,7|1|0,,,,,"82% Nylon 18% Elastane",4|1|0,,1,11|1|0,,NULL,10|1|0,,NULL,2|1|0,,NULL,8|1|0,,NULL,3|1|0,,"Black|Latte Lift",1|1|1,,2XL|L|M|S|XL,0|1|1,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - S, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-s-black,1272,1274,"Size: S, Color: Black","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:03",1,closed,11091,1204,,,no,no,,13.27,,0.12,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671094190,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - M, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-m-black,1272,1276,"Size: M, Color: Black","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:03",1,closed,11092,1204,,,no,no,,13.27,,0.13,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671094183,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - L, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-l-black,1272,1277,"Size: L, Color: Black","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11093,1204,,,no,no,,13.27,,0.14,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671094176,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - XL, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-xl-black,1272,1278,"Size: XL, Color: Black","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11094,1204,,,no,no,,13.27,,0.15,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671094206,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - 2XL, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-2xl-black,1272,1279,"Size: 2XL, Color: Black","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11095,1204,,,no,no,,13.27,,0.16,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671094169,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - S, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-s-latte-lift,1272,1280,"Size: S, Color: Latte Lift","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11096,1204,,,no,no,,13.27,,0.12,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671097627,,"Latte Lift",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - M, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-m-latte-lift,1272,1281,"Size: M, Color: Latte Lift","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11097,1204,,,no,no,,13.27,,0.13,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671097610,,"Latte Lift",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - L, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-l-latte-lift,1272,1282,"Size: L, Color: Latte Lift","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:05",1,closed,11098,1204,,,no,no,,13.27,,0.14,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671097603,,"Latte Lift",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - XL, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-xl-latte-lift,1272,1283,"Size: XL, Color: Latte Lift","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:06",1,closed,11099,1204,,,no,no,,13.27,,0.15,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671097634,,"Latte Lift",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - 2XL, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-2xl-latte-lift,1272,1284,"Size: 2XL, Color: Latte Lift","Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-21 16:08:06",1,closed,11100,1204,,,no,no,,13.27,,0.16,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,,,,,,0,,,0,00014671097597,,"Latte Lift",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck",hanes-womens-waffle-knit-thermal-crewneck,,1285,,"Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:06",1,open,1205,,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_HeatherGrey.jpg ! alt :  ! title : HBI_125601_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_DustyBlue.jpg ! alt :  ! title : HBI_125601_DustyBlue.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_SeaportCombo.jpg ! alt :  ! title : HBI_125601_SeaportCombo.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_FlintStoneCombo.jpg ! alt :  ! title : HBI_125601_FlintStoneCombo.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,variable,,"Women > Thermal|Women > Thermal > Tops|Women",,,0,,,0,,,,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,,,,"60% organic cotton/40% recycled polyester",4|1|0,,1,11|1|0,,NULL,10|1|0,,Crewneck,2|1|0,,NULL,8|1|0,,"Long Sleeve",3|1|0,,"Black|Dusty Blue|Flint Stone Combo|Heather Grey|Seaport Combo",1|1|1,,2XL|3XL|4XL|L|M|S|XL,0|1|1,
"Hanes Womens Waffle Knit Thermal Crewneck - S, Black",hanes-womens-waffle-knit-thermal-crewneck-s-black,1285,1291,"Size: S, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:13",1,closed,54673,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347113992,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - M, Black",hanes-womens-waffle-knit-thermal-crewneck-m-black,1285,1292,"Size: M, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:14",1,closed,54674,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114029,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - L, Black",hanes-womens-waffle-knit-thermal-crewneck-l-black,1285,1293,"Size: L, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:14",1,closed,54675,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114050,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - XL, Black",hanes-womens-waffle-knit-thermal-crewneck-xl-black,1285,1294,"Size: XL, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:14",1,closed,54676,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114081,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - 2XL, Black",hanes-womens-waffle-knit-thermal-crewneck-2xl-black,1285,1295,"Size: 2XL, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54677,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114111,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - 3XL, Black",hanes-womens-waffle-knit-thermal-crewneck-3xl-black,1285,1296,"Size: 3XL, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54678,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114142,,Black,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - 4XL, Black",hanes-womens-waffle-knit-thermal-crewneck-4xl-black,1285,1297,"Size: 4XL, Color: Black","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54679,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114173,,Black,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - S, Heather Grey",hanes-womens-waffle-knit-thermal-crewneck-s-heather-grey,1285,1298,"Size: S, Color: Heather Grey","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54680,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_HeatherGrey.jpg ! alt :  ! title : HBI_125601_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114012,,"Heather Grey",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - M, Heather Grey",hanes-womens-waffle-knit-thermal-crewneck-m-heather-grey,1285,1299,"Size: M, Color: Heather Grey","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54681,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_HeatherGrey.jpg ! alt :  ! title : HBI_125601_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114043,,"Heather Grey",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - L, Heather Grey",hanes-womens-waffle-knit-thermal-crewneck-l-heather-grey,1285,1300,"Size: L, Color: Heather Grey","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54682,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_HeatherGrey.jpg ! alt :  ! title : HBI_125601_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114074,,"Heather Grey",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - XL, Heather Grey",hanes-womens-waffle-knit-thermal-crewneck-xl-heather-grey,1285,1301,"Size: XL, Color: Heather Grey","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:15",1,closed,54683,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_HeatherGrey.jpg ! alt :  ! title : HBI_125601_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114104,,"Heather Grey",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
