post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,meta:_backorders,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_height,meta:_length,meta:_manage_stock,meta:_product_banner,meta:_product_version,meta:_regular_price,meta:_sale_price,meta:_sku,meta:_sold_individually,meta:_stock,meta:_stock_status,meta:_tax_class,meta:_tax_status,meta:_thumbnail_id,meta:_variation_description,meta:_virtual,meta:_wc_average_rating,meta:_wc_review_count,meta:_weight,meta:_width,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - M, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-asphalt-asphalt-space-dye-m,914,919,"Size: M, Color: Asphalt/Asphalt Space Dye",,publish,,5,"2021-07-15 12:52:28",1,closed,54933,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113800,,"Asphalt/Asphalt Space Dye",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - M, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-peacoat-peacoat-space-dye-m,914,920,"Size: M, Color: Peacoat/Peacoat Space Dye",,publish,,6,"2021-07-15 12:52:28",1,closed,54928,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113794,,"Peacoat/Peacoat Space Dye",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,926,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - S, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-asphalt-asphalt-space-dye-s,914,921,"Size: S, Color: Asphalt/Asphalt Space Dye",,publish,,7,"2021-07-15 12:52:28",1,closed,54932,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113787,,"Asphalt/Asphalt Space Dye",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - S, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-peacoat-peacoat-space-dye-s,914,922,"Size: S, Color: Peacoat/Peacoat Space Dye",,publish,,8,"2021-07-15 12:52:28",1,closed,54927,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113770,,"Peacoat/Peacoat Space Dye",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,926,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - XL, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-asphalt-asphalt-space-dye-xl,914,923,"Size: XL, Color: Asphalt/Asphalt Space Dye",,publish,,9,"2021-07-15 12:52:28",1,closed,54935,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113848,,"Asphalt/Asphalt Space Dye",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - XL, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-peacoat-peacoat-space-dye-xl,914,924,"Size: XL, Color: Peacoat/Peacoat Space Dye",,publish,,10,"2021-07-15 12:52:28",1,closed,54930,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113831,,"Peacoat/Peacoat Space Dye",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,926,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief",maidenform-womens-control-it-slim-waisters-hi-waist-brief,,936,,"Our Control It Slim-Waisters Hi Waist Brief shapes stubborn areas and offers instant tummy control!Shapes and smooths your tummy and midsection. 360 degree targeted tummy control. Perfect for a more toned look under clothes. Hi Waist. Firm Control.",publish,,0,"2021-07-15 13:26:22",1,open,1204,,,,no,no,,13.27,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/265ff924cace96d5780f0dd4386e96b0.jpg ! alt :  ! title : 265ff924cace96d5780f0dd4386e96b0 ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/4a173e65776bbb5e1aa92f39de47ce40.jpg ! alt :  ! title : 4a173e65776bbb5e1aa92f39de47ce40 ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,Maidenform,Women,"Slim Waisters",Seamless,variable,,"Uncategorized|Women > Shapewear > Panty Shapers|Women > Shapewear|Women",,,,743,0,,"{""columns"":""Select attribute"",""rows"":""Select attribute""}",,,,,,,,,,,,,,,"82% Nylon 18% Elastane",2|1|0,,1,3|1|0,,,,,,,,,,,,,,"Black|Latte Lift",1|1|1,,2XL|L|M|S|XL,0|1|1,,,,,,,,,field_60e28d590fe13,5.4.2,,,,,,,,,950,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - 2XL, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-black-2xl,936,937,"Size: 2XL, Color: Black",,publish,,1,"2021-07-15 13:30:57",1,closed,11095,1204,,,no,no,,13.27,,0.16,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_Black_sw.jpg ! alt :  ! title : HBI_M09729_Black_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671094169,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,947,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - 2XL, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-latte-lift-2xl,936,938,"Size: 2XL, Color: Latte Lift",,publish,,2,"2021-07-15 13:30:58",1,closed,11100,1204,,,no,no,,13.27,,0.16,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_LatteLift_sw.jpg ! alt :  ! title : HBI_M09729_LatteLift_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671097597,,"Latte Lift",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,948,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - L, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-black-l,936,939,"Size: L, Color: Black",,publish,,3,"2021-07-15 13:30:58",1,closed,11093,1204,,,no,no,,13.27,,0.14,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_Black_sw.jpg ! alt :  ! title : HBI_M09729_Black_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671094176,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,947,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - L, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-latte-lift-l,936,940,"Size: L, Color: Latte Lift",,publish,,4,"2021-07-15 13:30:58",1,closed,11098,1204,,,no,no,,13.27,,0.14,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_LatteLift_sw.jpg ! alt :  ! title : HBI_M09729_LatteLift_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671097603,,"Latte Lift",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,948,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - M, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-black-m,936,941,"Size: M, Color: Black",,publish,,5,"2021-07-15 13:30:58",1,closed,11092,1204,,,no,no,,13.27,,0.13,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_Black_sw.jpg ! alt :  ! title : HBI_M09729_Black_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671094183,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,947,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - M, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-latte-lift-m,936,942,"Size: M, Color: Latte Lift",,publish,,6,"2021-07-15 13:30:58",1,closed,11097,1204,,,no,no,,13.27,,0.13,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_LatteLift_sw.jpg ! alt :  ! title : HBI_M09729_LatteLift_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671097610,,"Latte Lift",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,948,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - S, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-black-s,936,943,"Size: S, Color: Black",,publish,,7,"2021-07-15 13:30:58",1,closed,11091,1204,,,no,no,,13.27,,0.12,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_Black_sw.jpg ! alt :  ! title : HBI_M09729_Black_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671094190,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,947,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - S, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-latte-lift-s,936,944,"Size: S, Color: Latte Lift",,publish,,8,"2021-07-15 13:30:58",1,closed,11096,1204,,,no,no,,13.27,,0.12,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_LatteLift_sw.jpg ! alt :  ! title : HBI_M09729_LatteLift_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671097627,,"Latte Lift",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,948,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - XL, Black",maidenform-womens-control-it-slim-waisters-hi-waist-brief-black-xl,936,945,"Size: XL, Color: Black",,publish,,9,"2021-07-15 13:30:58",1,closed,11094,1204,,,no,no,,13.27,,0.15,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_Black_sw.jpg ! alt :  ! title : HBI_M09729_Black_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,,,0,00014671094206,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,947,,,0,0,,,,
"Maidenform Womens Control It Slim Waisters Hi-Waist Brief - XL, Latte Lift",maidenform-womens-control-it-slim-waisters-hi-waist-brief-latte-lift-xl,936,946,"Size: XL, Color: Latte Lift",,publish,,10,"2021-07-15 13:30:58",1,closed,11099,1204,,,no,no,,13.27,,0.15,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_M09729_LatteLift_sw.jpg ! alt :  ! title : HBI_M09729_LatteLift_sw ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/maidenform-womens-control-it-slim-waisters-hi-waist-brief/,,,,,,,,,,00014671097634,,0,,,"Latte Lift",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,948,,,0,0,,,,
